motif_id	cultural_term
D812.15	India: *Thompson-Balys.
D813	"*Type 510. Irish myth: *Cross; Icelandic: Boberg; Breton: Sibillot Incidents s.v. ""baguette""; Missouri French: Carriire."
D813.1	Hartland Perseus III 109.
D813.1.1	(Cf. +D878.1.) Irish myth: *Cross; English: Wells 50 (Le Morte Arthur); Indo-Chinese: Scott Indo-Chinese 303.
D813.1.2	(Cf. +D1171.2.) Welsh: MacCulloch Celtic 100.
D813.2	English: Baughman; Italian Novella: Rotunda.
D813.3	Irish myth: Cross.
D814	Ktshler-Bolte I 188.
D814.1	German: Grimm No. 88.
D815.1	(Cf. +D842.) *Type 510; Icelandic: MacCulloch Eddic 301
D815.1	Boberg; Africa (Kaffir): Theal 145.
D815.2	Hartland Perseus III 199. Irish myth: Cross; Icelandic: MacCulloch Eddic 308 (Tyrfing)
D815.2	*Boberg.
D815.3	"Breton: Sibillot Incidents s.v. ""baguette""; Missouri French: Carriire."
D815.4	Hartland Perseus III 199; Icelandic: Boberg.
D815.5	Hartland Perseus III 199.
D815.6	Icelandic: Boberg.
D815.7	Icelandic: Boberg.
D815.7.1	Icelandic: *Boberg.
D815.8	German: Grimm No. 92.
D816	MacCulloch Childhood 376; Icelandic: *Boberg.
D817	*Type 560; *Aarne MSFO XXV 40; BP II 39. Icelandic: *Boberg; Missouri French: Carriire; N. A. Indian (Malecite
D817	Penobscot): Thompson CColl II 411ff.
D817.1	*Types 560
D817.1	611; Aarne MSFO XXV 38 56 passim; India: *Thompson-Balys.
D817.1.1	Icelandic: *Boberg.
D817.1.2	India: Thompson-Balys.
D817.2	India: Thompson-Balys.
D818	Irish myth: Cross.
D818.1	India: Thompson-Balys.
D821	Hartland Perseus III 199. Italian Novella: Rotunda; Missouri French: Carriire; Cape Verde Islands: Parsons MAFLS XV (1) 123.
D822	Hartland Perseus III 199. Icelandic: *Boberg; U.S.: Baughman.
D823.1	Type 304.
D825	Hartland Perseus III 199. Icelandic: *Boberg; Irish myth: Cross.
D825.1	French: Cosquin No. 11; N. A. Indian: Thompson CColl II 400f.
D826.1	India: Thompson-Balys.
D827	*Chauvin V 59 No. 19 n. 1.
D828	Type 425.
D829.1	German: Grimm Nos 36
D829.1	111
D829.1	129.
D830	*Chauvin VII 38 No. 212B; Icelandic: MacCulloch Eddic 268; Buddhist myth: Malalasekera I 289.
D830.1	Chinese: Graham.
D831	(Often mixed with +D832). *Types 302
D831	400
D831	507
D831	569; BP I 464; Penzer I 25ff. India: *Thompson-Balys; Indonesian: DeVries Volksverhalen Nos. 3
D831	104.
D832	*Types 400
D832	518; *BP II 331ff.; Cosquin Indiens 371ff.; Saintyves Perrault 287ff.; Hdwb. d. Mdrchens I 97. Icelandic: Boberg; India: *Thompson-Balys; Indonesian: DeVries Volksverhalen No. 104; Chinese: Chavannes 500 Contes III 259 No. 470; Africa: Frobenius Atlantis II 113
D832	175
D832	III 336
D832	IV 110.
D833	(Cf. +D831
D833	where the person tricked is often a giant.) Type 328.
D834	Ktshler-Bolte I 416.
D835	Icelandic: Egils saga ok Asm.
D835	ch.
D836	(Cf. +K511). India: Thompson-Balys.
D837	Type 590. N. A. Indian (Micmac) (European borrowing): Thompson CColl II 412.
D838	Types 576******
D838	581*; Irish myth: *Cross; Icelandic: *Boberg; Missouri French: Carriire; India: Thompson-Balys.
D838.1	"*Fb ""stjzhle"" III 576a"
D838.1	"""tigge"" III 793b.; India: Thompson-Balys."
D838.2	Hartland Perseus III 201; Icelandic: *Boberg; Japanese: Ikeda; India: *Thompson-Balys.
D838.3	Icelandic: Sturlaugs saga 617 31
D838.3	Boberg.
D838.4	Icelandic: FSS 69 79
D838.4	Boberg.
D838.5	(Cf. +E461.1
D838.5	+F352.) Icelandic: *Boberg.
D838.6	(Cf.+F531.6.7.3.) Icelandic: *Boberg.
D838.7	Icelandic: Boberg.
D838.8	Icelandic: Boberg.
D838.9	Lithuanian: Balys Index No. *613A.
D838.10	India: Thompson-Balys.
D838.11	India: Thompson-Balys.
D838.12	German: Grimm No. 166.
D838.13	Korean: Zong in-Sob 28 No. 12.
D839.1	India: Thompson-Balys.
D839.2	Irish myth: Cross.
D840	Types 561
D840	590; Hartland Perseus III 201; India: Thompson-Balys.
D841	German: Grimm No. 122; Chinese-Persian: *Coyajee JPASB XXIV 197.
D842.1	(Cf. +D815.1.) Type 510; Saintyves Perrault 41; Cox 477.
D842.2	Type 314.
D842.3	"Cox 477; Saintyves Perrault 37; Hdwb. d. Mdrchens s.v. ""Baum"". Japanese: Ikeda."
D845	Type 562. India: Thompson-Balys.
D845.1	Icelandic: Boberg.
D846	*BP III 113 n. 4.
D846.1	India: Thompson-Balys.
D847	"Breton: Sibillot Incidents s.v. ""cheminie""."
D848	Hartland Perseus III 201f. Korean: Zong in-Sob 43.
D849.1	Chinese: Werner 312.
D849.2	*Norlind: Skattsdgner 19ff.
D849.2	29ff.
D849.3	Aarne MSFO XXV 120; Icelandic: *Boberg.
D849.4	*Aarne MSFO XXV 120.
D849.4.1	German: Grimm No. 121.
D849.5	Italian Novella: Rotunda.
D849.5.1	Irish myth: Cross.
D849.6	Italian Novella: Rotunda.
D849.7	Italian Novella: Rotunda.
D849.8	French Canadian: Sister Marie Ursule.
D851	Hartland Perseus III 200; Irish myth: Cross; N. A. Indian (Ponca
D851	Ojibwa
D851	European borrowings): Thompson CColl II 329f.
D851.1	India: Thompson-Balys.
D852	*Type 675.
D853	*Hartland Perseus III 200. Icelandic: MacCulloch Eddic 268.
D853.1	India: Thompson-Balys.
D855	Icelandic: Boberg.
D855.1	*BP III 111. Chinese: Graham.
D855.2	Chinese: Werner 277.
D855.3	Icelandic: Boberg.
D855.4	Jewish: Neuman.
D855.5	Chinese: Eberhard FFC CXX 107 No. 62.
D856	Type 580.
D857	*Hartland Perseus III 198. Africa (Fjort): Dennett 60 No. 12.
D858	Type 650***.
D859.1	"Fb ""lind"" II 432a."
D859.2	Aarne FFC XXIII 130
D859.2	JSFO XXVII 48. Icelandic: Boberg.
D859.2.1	Jewish: Neuman.
D859.3	N. A. Indian: *Kroeber JAFL XXI 224
D859.3	(California): Gayton and Newman 75.
D859.4.1	Scottish: Campbell-McKay No. 15; Icelandic: Herrmann Saxo II 33.
D859.4.2	Scottish: Campbell-McKay No. 15.
D859.5	East Africa: Torrend Zs.
D859.6	India: Thompson-Balys.
D859.7	Korean: Zong in-Sob 144.
D859.8	Greek: Grote I 139; Icelandic: Boberg.
D860	*Aarne MSFO XXV I 200 passim; Bolte Zs. f. Vksk. Chinese: Werner 348
D860	Graham.
D860.0.1	Irish myth: Cross.
D860.0.2	India: Thompson-Balys.
D861	Fansler MAFLS XII 17; Italian Novella: Rotunda; Jewish: Neuman; India: *Thompson-Balys; Georgia Negro: Harris Nights 30; S. A. Indian (Toba): Mitraux MAFLS XL 130.
D861.0.1	Chinese: Graham.
D861.1	"*Type 563; *BP I 349ff.; **Aarne JSFO XXVII 1 96. Breton: Sibillot Incidents s.v. ""aubergiste""; French Canadian: Barbeau JAFL XXIX 24; Missouri French: Carriire; India: Thompson-Balys; Seneca: Curtin-Hewitt RBAE XXXII 264 No. 50 (not at inn)."
D861.2	**Aarne JSFO XXVII 1 96
D861.2	especially 48; *BP I 349ff.; Type 564. India: Thompson-Balys.
D861.3	Type 563; BP I 349ff.
D861.4	*Type 560
D861.4	561; *Aarne MSFO XXV 3 83; India: Thompson-Balys.
D861.4.1	India: Thompson-Balys.
D861.5	*Type 560; **Aarne MSFO XXV 3 83.
D861.5.1	German: Grimm No. 122.
D861.6	*Type 566; BP I 470ff.; Aarne MSFO XXV 85 97.
D861.7	(Cf. +D865.)
D861.7.1	India: Thompson-Balys.
D861.8	Madagascar: Renel I 209ff.
D861.8.1	India: Thompson-Balys.
D861.9	French Canadian: Sister Marie Ursule.
D861.10	India: Thompson-Balys.
D862	India: Thompson-Balys.
D863	Korean: Zong in-Sob 44.
D865	(Cf. +D861.7.) *Chauvin V 211 No. 120; *Gerould PMLA XIX 392ff.; Krappe Neophilologus XIV 90; Italian Novella: Rotunda.
D865.1	Irish myth: Cross; India: Thompson-Balys.
D866	Japanese: Ikeda.
D866.1	(Cf. +D981.) Indonesia: DeVries's list No. 195.
D866.2	India: Thompson-Balys.
D867	Korean: Zong in-Sob 44.
D867.1	Irish myth: Cross (+D857).
D868.1	India: Thompson-Balys.
D871.1	"*Type 561; *BP II 205. Breton: Sibillot Incidents s.v. ""bague""; India: Thompson-Balys."
D871.1.1	India: Thompson-Balys.
D876	Greek fable: Wienert FFC LVI 64 (ET 283)
D876	106 (ST 182); Babrius 123; Halm Aesop No. 343. India: Keith 145 (gold-producing boy)
D876	Thompson-Balys; Panchatantra III 6 (tr.
D877	*Chauvin V 11 No. 7; India: Thompson-Balys; Chinese: Eberhard FFC CXX 106
D877	109. Jamaica: Beckwith MAFLS XVII 248 No. 24.
D877.1	Irish myth: Cross.
D877.2	India: Thompson-Balys.
D878	Irish myth: Cross.
D878.1	(Cf. +D813.1.1.) English: Wells 50 (Le Morte Arthur); Indo-Chinese: Scott 303.
D878.2	Irish myth: Cross.
D880	*Bolte Zs. f. Vksk. Chinese: Werner 348; India: Thompson-Balys.
D880.0.1	India: Thompson-Balys.
D881	*Type 561; *Aarne MSFO XXV 3 83; *BP II 547ff. Jewish: Neuman; India: Thompson-Balys; French Canadian: Barbeau JAFL XXIX 24.
D881.1	(Cf. +D895.) *Type 566; BP I 470ff; Aarne MSFO XXV 85 97.
D881.2	(Cf. +D1094.) *Types 563
D881.2	564; BP I 349ff.; *Aarne JSFO XXVII 1 96 India: *Thompson-Balys; Jamaica: Beckwith MAFLS XVII 248 No. 25.
D882.1	Korean: Zong in-Sob 28.
D882.1.1	*Type 560; **Aarne MSFO XXV 3 82 BP II 455. India: Thompson-Balys; Indonesian: DeVries Volksverhalen Nos. 67
D882.1.1	170 notes.
D882.1.2	French Canadian: Sister Marie Ursule (+D887).
D882.2	Ktshler-Bolte I 437; India: Thompson-Balys.
D882.3	Cheremis: Sebeok-Nyerges.
D882.4	India: Thompson-Balys.
D883	India: Thompson-Balys.
D884	India: Thompson-Balys.
D885	Types 360
D885	361
D885	475; BP II 423.
D885.1	Georgia Negro: Harris Nights 30.
D886	Chinese: Werner 358.
D895	(Cf. +D881.1). *Type 566.
D900.0.1	Irish myth: *Cross.
D901	"*Chauvin V 230; Fb ""sky""; Jewish: *Neuman."
D902	(Cf. +D910.) *Basset RTP XXXIII 167f. Irish: Cross; Plummer clxxx; Chinese: Werner 205.
D902.1	"*Fb ""tege"" III 945a; *Cox Cinderella 477; Irish: *Cross; Icelandic: *Boberg; English: Wimberly 321; Breton: Sibillot Incidents s.v. ""brume""; N. A. Indian: *Thompson Tales 339 n. 221b."
D902.1.1	Irish myth: *Cross.
D902.2	"*Fb ""Sankt Hansdag"" III 161a."
D902.3	Irish myth: Cross.
D903	Koryak: Jochelson JE VI 170.
D904	Eskimo (Bering Strait): Nelson RBAE XVIII 516.
D905	"*Fb ""storm"" III 595b"
D905	596a
D905	"""skel"" III 352b"
D905	"""vand"" III 1001b; *Penzer IV 213; Morgan MPh. Babylonian: Spence 77; Irish myth: *Cross; MacCulloch Celtic 44; Welsh: ibid."
D906	"*Fb ""wind"""
D906	"""vindknude""; Frazer Golden Bough I 119ff.; Icelandic: *Boberg; Lappish: Holmberg Lappalaisten uskonto 75; Estonian: Eisen Estnische Mythologie 100; Spanish Exempla: Keller; Jewish: Neuman; Chinese: Graham; Africa (Ekoi): Talbot 344."
D908	"*Fb ""tege"" III 945a; Irish myth: *Cross; Icelandic: *Boberg; Greek: Homer Iliad III 382"
D908	V 23
D908	Odyssey XXIII 372; Jewish: *Neuman; Japanese: Ikeda.
D910	*A. Hertel Verzauberte Oertlichkeiten (Hannover 1908). Irish myth: *Cross; Jewish: Neuman.
D911	"Irish myth: *Cross; Breton: Sibillot Incidents s.v. ""tonneau""; Jewish: Neuman; Africa (Zulu): Callaway 82."
D911.1	Irish myth: Cross.
D911.1.1	Irish myth: *Cross.
D915	"Irish myth: Cross; Breton: Sibillot Incidents s.v. ""riviire""; Jewish: *Neuman; Ila (Rhodesia): Smith and Dale II 416; Hottentot: Bleek 75 No. 36; Zulu: Callaway 90."
D915.1	"Irish myth: *Cross; Breton: Sibillot Incidents s.v. ""riviire""."
D915.2	*Type 715.
D915.2.1	India: Thompson-Balys.
D915.3	"Breton: Sibillot Incidents s.v. ""riviire""."
D915.4	*Chauvin VII 44 No. 153.
D915.4.1	*Chauvin VII 44 No. 153; Gaster Exempla 188 No. 15; India: Thompson-Balys.
D915.5	Hartland Science 202.
D915.6	India: Thompson-Balys.
D921	*Krappe Bulletin Hispanique XXXV (1933) 107ff.; Icelandic: *Boberg; Jewish: Neuman; Chinese: Werner 137 (lake of gems).
D921.1	"Breton: Sibillot Incidents s.v. ""itang""; Irish myth: *Cross."
D921.2	Irish myth: Cross.
D921.3	Irish myth: *Cross.
D921.3.1	Irish myth: Cross.
D921.4	India: Thompson-Balys.
D925	(Cf. +D926
D925	+D927.) *Dh II 154; *W'nsche Die Sagen vom Lebensbaum und Lebenswasser (Leipzig
D925	1905); *Hopkins JAOS XXVI 1 67
D925	"411 413; *Fb ""ungdom"" III 979b; Penzer IV 145; *Patch PMLA XXXIII 670 n. 67. Irish myth: *Cross"
D925	Plummer cl clii
D925	"clxxii; Breton: Sibillot Incidents s.v. ""fontaine""; French Canadian: Barbeau JAFL XXIX 10 12; Tirol: Zingerle 588; Jewish: Neuman; N. A. Indian: *Thompson Tales 284 n. 50a.; Lat. American: Alexander Lat. Am."
D925.0.1	Italian: Basile introduction.
D925.0.2	*Loomis White Magic 38.
D925.1	Irish: Plummer cl
D925.1	Cross; French Canadian: Barbeau JAFL XXIX 12; Jewish: *Neuman
D925.1	Gaster Exempla 225 No. 206.
D925.1.0.1	*Loomis White Magic 23.
D925.1.1	*Loomis White Magic 37.
D925.1.2	*Loomis White Magic 37.
D925.1.3	*Loomis White Magic 37.
D925.2	*Loomis White Magic 38.
D926	(Cf. +D925
D926	+D927.) Pauli (ed. Bolte) No. 54. Irish myth: *Cross; Jewish: Neuman; Chinese: Eberhard FFC CXX 106f.; Eskimo (Greenland): Rink 189.
D926.1	Jewish: Neuman.
D926.1.1	*Loomis White Magic 37.
D927	(Cf. +D925
D927	"+D926.) *Fb ""blind"" IV 45b; *Herbert III 238; *Oesterley No 253; Child I 192. Irish myth: Cross; Jewish: *Neuman."
D927.1	P. Saintyves Le Miracle de l'apparition des eaux (Revue de l'Universiti de Bruxelles 1912
D927.1	265 94). Germanic: De la Saussaye 254 (Balder); French Canadian: Barbeau JAFL XXIX 12; Jewish *Neuman.
D927.1.1	*Loomis White Magic 37.
D927.2	Irish myth: Cross.
D927.2.1	Irish myth: Cross.
D927.3	*Loomis White Magic 38.
D927.4	*Loomis White Magic 38.
D927.5	Irish myth: *Cross.
D928.1	Eskimo (Greenland): Rasmussen I 180; Southern Paiute (Maopa): Lowie JAFL XXXVII 168 No. 5a.
D930	*Hertel Verzauberte Oertlichkeiten (Hannover
D930	1908).
D931	*Type 593
D931	870A; Ktshler-Bolte I 114
D931	"572; *Fb ""sten"" III 553a"
D931	554a
D931	"""shnske"" III 1178b; Hartland Science 242; *Penzer III 161 n. 1"
D931	162 n.
D931	V 177; Reinhart PMLA XXXVIII 458 n. 108. Greek: Fox 111
D931	137
D931	(modern): Hahn No. 34; German: Grimm No. 163; Irish: Plummer clv clvii
D931	*Cross; Swiss: Jegerlehner 309 No. 9; Icelandic: Boberg; Jewish: *Neuman; Chinese: Graham
D931	Werner 383. Aztec: Alexander Lat. Am. Africa (Ekoi): Talbot 366
D931	(Kaffir): Theal 36
D931	161
D931	(Angola): Chatelain 47 (version B)
D931	(Zulu): Callaway 143
D931	(Fang): Trilles Ligendes 140
D931	Einstein 99.
D931.0.1	Irish myth: Cross.
D931.0.2	"*Fb II 47 s.v. ""jordfast (sten)""; Tsrvar-Odds saga 136."
D931.0.2.1	Irish myth: Cross.
D931.0.3	Irish myth: *Cross.
D931.0.4	(Cf. +D1274.1.) Eskimo (Greenland): Rink 148
D931.0.4	Rasmussen II 233.
D931.1	Irish: O'Suilleabhain 69
D931.1	Beal XXI 326.
D931.1.1	Africa (Washaga): Gutman 137.
D931.1.2	Jewish: Neuman; India: Thompson-Balys; Japanese: Mitford 180ff.
D931.1.3	India: Thompson-Balys.
D931.2	Jewish: Neuman.
D932	"*Type 676; Fb ""rundt""."
D932.0.1	India: Thompson-Balys.
D933	"Fb ""grshft""."
D934	"*Fb ""grzhstshrv""."
D934.1	Irish myth: Cross.
D935	"*Fb ""muld"" II 619. Irish: Plummer clxxx"
D935	*Cross; O'Suilleabhain 92
D935	Beal XXI 329; Jewish: *Neuman; Hindu: Penzer III 227f.; Chinese: Eberhard FFC CXX 161f.
D935.0.1	(Cf. +D1786.) Seligmann 151.
D935.2	India: Thompson-Balys.
D935.3	India: Thompson-Balys.
D935.4	India: Thompson-Balys.
D936	Irish myth: Cross.
D936.1	"Greek: Pauly-Wissowa s.v. ""Anaphe""."
D937	Irish myth: Cross.
D941	Saintyves Perrault 65; Wimberly 124. Irish myth: Cross; Icelandic: Boberg; Jewish: Neuman; Hindu: Penzer VIII 222 n. 2.
D941.1	"Saintyves Perrault 92. Irish myth: *Cross; Breton: Sibillot Incidents s.v. ""forkt""; India: Thompson-Balys."
D945	*Type 410; BP I 440. Irish: Plummer clxi
D945	*Cross.
D950	*Types 330
D950	510
D950	511; BP II 188 n. 1; Dh II 10
D950	30ff.; A. F. Schmidt Hultrzhr i Danmark (Danske Studier 1932 33ff.) Irish: Plummer cliii
D950	*Cross; German: Grimm No. 123; Persian: Carnoy 281
D950	Coyajee JPASB XXIV 185f.
D950	194; Chinese: Ferguson 104
D950	Eberhard FFC CXX 46. Indonesian: Dixon 238 n. 51; Quichi: Alexander Lat. Am.
D950.0.1	Irish myth: *Cross; Greek: Fox 87f.
D950.0.1.1	Irish myth: *Cross.
D950.0.2	Irish myth: Cross.
D950.1	*BP III 477. Irish: Plummer cliii
D950.1	*Cross.
D950.2	Type 577. Irish myth: *Cross; Greek: Fox 109.
D950.3	Chinese: Werner 173.
D950.4	"Breton: Sibillot Incidents s.v. ""cerisier""."
D950.5	"Fb ""pzhretrzh""; cf. Type 1423; *Hdwb. d. Mdrchens s.v. ""Birne""."
D950.6	"*Fb ""usynlig""; Irish myth: *Cross."
D950.7	Irish: Plummer cliii
D950.7	*Cross.
D950.8	Italian Novella: Rotunda.
D950.9	Jewish: *Neuman.
D950.10	Irish myth: *Cross; French Canadian: Sister Marie Ursule.
D950.11	Irish myth: *Cross.
D950.12	Irish myth: Cross.
D950.13	Irish myth: *Cross.
D950.14	Irish myth: *Cross.
D950.14.1	Irish myth: Cross.
D950.15	India: Thompson-Balys; Chinese: Eberhard FFC CXX 80.
D950.16	Jewish: Neuman.
D950.17	Jewish: Neuman.
D950.18	Jewish: Neuman.
D950.19	Jewish: Neuman.
D951	Irish myth: Cross.
D951.1	Irish myth: Cross.
D953	Irish myth: *Cross; India: Thompson-Balys.
D953.1	Irish myth: Cross.
D953.1.1	Irish myth: Cross.
D953.2	(Cf. +D950.12.) Irish myth: Cross.
D954	"*Chauvin V 229 No. 130; Fb ""finkelrut"". Irish: MacCulloch Celtic 114f.; *Cross; Spanish: Boggs FFC XC 51 No. 340; India: Thompson-Balys."
D955	"Type 612; *BP I 128; *Fb ""blad"" IV 44a. Irish myth: Cross; Icelandic: Vtslsunga saga ch."
D956	BP II 527; Jewish: *Neuman.
D957	Irish myth: Cross.
D958	"*Ktshler-Bolte I 261. Icelandic: *Boberg; English: Child V 496 s.v. ""sleep""; Hindu: Penzer III 227f.; India: Thompson-Balys."
D961	*Type 550; BP II 232. Irish myth: *Cross; India: Thompson-Balys; Penzer I 66f.; N. Am. Indian (Tsimshian): Boas RBAE XXXI 182; Africa (Benga): Nassau 208 No. 33.
D961.1	(Cf. +D2178.) Irish myth: Cross; Italian Novella: Rotunda; Penzer VIII 92.
D962	Jewish: Neuman.
D964	(Cf. +D960
D964	+D965.)
D965	"*BP I 128; Fb ""blad"" IV 44a"
D965	"""vild"" III 1052b; *Chauvin II 193 No. 12"
D965	"V 14 No. 9; VI 73f. Breton: Sibillot Incidents s.v. ""herbe""; Greek: Frazer Apollodorus I 312 n. 2"
D965	Fox 263; Jewish: Neuman; Babylonian: Spence 158
D965	160
D965	178; India: Thompson-Balys
D965	Penzer; Chinese: Werner 299.
D965.0.1	Irish myth: Cross.
D965.1	**Starck Der Alraun; *Taylor JAFL XXXI 561f.; Penzer III 153f.; F. Ohrt Dragedukker i Danmark (Danske Studier 1930 63ff.
D965.1	"186); *Fb ""alrunerot"" IV 10a; *Frazer Old Testament II 372ff.; Hdwb. d. Abergl. Irish myth: Cross; Jewish: *Neuman."
D965.2	Chinese: Werner 347; Korean: Zong in-Sob 288; Africa (Ekoi): Talbot 27
D965.2	34
D965.2	(Yoruba): Ellis 246
D965.2	(Benga): Nassau 208 No. 33.
D965.3	BP II 527.
D965.4	*K. v. Tubeuf Monographie der Mistel (M'nchen
D965.4	"1923); *Frazer Golden Bough XII 373 s.v. ""mistletoe"""
D965.4	XI 78ff. Irish myth: *Cross.
D965.4.1	Irish myth: Cross.
D965.5	*Taylor JAFL XXXI 561. Greek: Frazer Apollodorus II 288 n. 1.
D965.6	(Cf. +D975.1.) Greek: Frazer Apollodorus II 280 n. 2; Japanese: Ikeda.
D965.7	"*BP III 201; Fb ""firklshver""."
D965.8	(Cf. +D973.) Irish myth: *Cross; Jewish: *Neuman.
D965.8.1	.
D965.9	Hartland Science 204.
D965.10	Hartland Science 204.
D965.11	Ibo (Nigeria): Thomas 126.
D965.12	Irish myth: Cross; Jewish: Neuman; Chinese: Graham.
D965.13	Lithuanian: Balys Legends Nos. 673ff.
D965.13	Index No. 3697.
D965.14	Lithuanian: Balys Index 3644.
D965.15	(Cf. +D973.2.) India: Thompson-Balys.
D965.19	Jewish: Neuman.
D967	Jewish: Neuman; India: Thompson-Balys; Africa (Baholoholo): Einstein 233.
D971	"Danish: Fb ""frsh"" I 378b; Jewish: Neuman; Hindu: Penzer VI 62ff; Chinese: Eberhard FFC CXX 36f.; Africa (Ekoi): Talbot 178."
D971.1	Penzer VI 5
D971.1	29
D971.1	109
D971.1	123f.
D971.2	"Breton: Sibillot Incidents s.v. ""chenevis""; English: Child V 59"
D971.2	286a.
D971.3	*Cox Cinderella 517.
D971.4	India: Thompson-Balys.
D973	Irish myth: *Cross; Jewish: Neuman; India: Thompson-Balys.
D973.1	Tawney II 453; India: Thompson-Balys; Chinese: Graham.
D973.1.1	India: Thompson-Balys.
D973.2	(Cf. +D965.15.) Jewish: Neuman; Hindu: Penzer VI 55 n. 2.
D974	Dh II 154.
D975	*Basset 1001 Contes I 143; Irish myth: *Cross; Jewish: *Neuman; Chinese: Eberhard FFC CXX 108; Japanese: Ikeda.
D975.1	(Cf. +D965.6
D975.1	+D1641.15.) India: Thompson-Balys; Chinese: Werner 322.
D975.2	Ktshler-Bolte II 447.
D978	(Cf. +D965.) India: Thompson-Balys; Irish myth: Cross.
D981	"*Type 566; *Aarne MSFO XXV 122; Fb ""nzhse"" II 716b; *Penzer VI 216; *Basset 1001 Contes I 143; *Chauvin VI 74 No. 239. Irish myth: *Cross; Jewish: *Neuman; Hindu: Tawney I 259f."
D981	310n.
D981	382
D981	II 142n.
D981	198n.
D981	596n.; Chinese: Eberhard FFC CXX 105; Japanese: Ikeda; Indonesian: DeVries's list No. 195.
D981.1	*Types 400
D981.1	500
D981.1	590
D981.1	708
D981.1	709; *Aarne MSFO XXV 121; *BP I 463
D981.1	482
D981.1	III 97; *Ktshler-Bolte I 118
D981.1	"143; *Fb ""guldzhble"" I 516a"
D981.1	"""zhble"" III 1135f"
D981.1	"""shnske"" III 1178b; *Chauvin VI 74 No. 239"
D981.1	133 No. 286. Irish myth: *Cross; Icelandic: De la Saussaye 280
D981.1	"*Boberg; Breton: Sibillot Incidents s.v. ""cornes"""
D981.1	"""pomme""; English: Child I 364; Jewish: Neuman; Arabian: Burton Nights S IV 434ff."
D981.1.1	Irish myth: *Cross.
D981.2	Chinese: Werner 270
D981.2	Eberhard FFC CXX 210.
D981.3	"*Type 408. Breton: Sibillot Incidents s.v. ""orange""."
D981.4	"Aarne MSFO XXV 121; Fb ""kirsebzhr""; Penzer I 27."
D981.5	(Cf. +D1375.1.1.5.) Aarne MSFO XXV 121. Spanish: Boggs FFC XC 56
D981.5	116 Nos. 408*A
D981.5	970; Jewish: *Neuman; Hindu: Penzer I 27.
D981.6	(Cf. +D1375.1.1.6
D981.6	"+D1375.2.1.3.) Aarne MSFO XXV 121; Hdwb. d. Mdrchens s.v. ""Birne""."
D981.7	(Cf. +D1375.1.1.7.) Aarne MSFO XXV 121.
D981.8	(Cf. +D1375.1.1.8.) Aarne MSFO XXV 121; Jewish: *Neuman.
D981.9	(Cf. +D1375.1.1.9.) Aarne MSFO XXV 121.
D981.10	(Cf. +D1375.1.1.10.) Aarne MSFO XXV 122; Irish myth: *Cross.
D981.10.1	Eskimo (Kodiak): Golder JAFL XVI 91.
D981.11	India: Thompson-Balys; Chinese: Eberhard FFC CXX 58
