motif_id	cultural_term
S327.3	Eskimo (Kodiak): Golder JAFL XXII 23.
S328	Boje 63
S328	*67.
S329.1	India: Thompson-Balys.
S331	See references for +S141
S331	nearly all of which refer to this motif. Type 930; W. R. Halliday Indo-European Folk Tales and Greek Legend (London
S331	1933) 55; Irish myth: Cross; Missouri French: Carriire; Greek: Grote I 103; Jewish: *Neuman; India: *Thompson-Balys; Buddhist myth: Malalasekera I 558
S331	931; Japanese: Ikeda; Philippine (Tinguian): Cole 152.
S332	Malone PMLA XLIII 437.
S333	Greek: *Frazer Apollodorus I 344 n. 1 (Oedipus).
S334	(Cf. +H80.) *Penzer VII 81 n. 1; Irish myth: Cross; English: Wells 134 (Sir Degare)
S334	126 (Lai Le Freine); Greek: Fox 71.
S334.1	India: Thompson-Balys.
S335	Penzer VII 81 n. 1
S335	82 n.
S335	250.
S336	DeVries FFC LXXIII 326f.
S337	India: Thompson-Balys.
S338	*Roberts 137.
S341.1	Icelandic: Boberg.
S342	India: *Thompson-Balys.
S345	(Cf. +S143.) India: Thompson-Balys.
S350	India: Thompson-Balys; Chinese: Eberhard FFC CXX 54 No. 33; Japanese: Ikeda.
S350.1	Irish myth: Cross.
S350.2	Irish myth: *Cross.
S351	(Cf. +R153.) Africa (Zulu): Callaway 236
S351	(Basuto): Jacottet 128ff.
S351.0.1	Jewish: *Neuman.
S351.1	Irish: *Cross
S351.1	MacCulloch Celtic 167; N. A. Indian (California): Gayton and Newman 91.
S351.2	(Cf. +R131.3.) Irish myth: Cross; Greek: Grote I 241
S351.2	263; Buddhist myth: Malalasekera I 458.
S351.2.1	Irish myth: *Cross; Buddhist myth: Malalasekera I 378.
S352	(Cf. +B535.) Missouri French: Carriire; India: *Thompson-Balys; S. A. Indian (Sherenti): Lowe BBAE CXLIII (1) 515; West Indies: Flowers 576.
S352.1	N. A. Indian: *Thompson Tales 347
S352.1	349 nn.
S353	India: *Thompson-Balys; Maori: Dixon 42.
S353.1	India: *Thompson-Balys; Buddhist myth: Malalasekera II 1366.
S353.2	Jewish: Neuman.
S354	*Type 931; Irish myth: *Cross; Jewish: Neuman
S354	bin Gorion Born Judas@2 I 165
S354	372; India: Thompson-Balys.
S354.1	India: *Thompson-Balys.
S354.2	India: Thompson-Balys.
S354.3	Jewish: Neuman; Africa (Wachaga): Gutmann 142.
S355	(Cf. +R13.) Dickson 169ff.
S356	Indonesia: DeVries's list No. 207.
S357	Lithuanian: Balys Index No. 883C*.
S361	N. A. Indian: *Thompson Tales 348 n. 250.
S362	Jewish: *Neuman (Joseph); Sulka of New Britain: Dixon 132 n. 2; N. A. Indian: *Thompson Tales 349 n. 255.
S365	(Cf. +D642.)
S365.1	India: Thompson-Balys.
S366	N. A. Indian (California): Gayton and Newman 89.
S371	*Dixon 130
S371	132 n. 2
S371	136 nn.
S375	*Cosquin Contes indiens 398.
S376	India: Thompson-Balys.
S378	N. A. Indian (California): Gayton and Newman 91.
S401	Egyptian: Petrie Egyptian Tales (London
S401	1895) I 36ff.
S401	"Von Sydow ""Den fornegyptiska Sagan om de tve Brtsderna"" Yearbook of the New Society of Letters of Lund"
S401	1930
S401	53ff.; India: *Thompson-Balys.
S410	*Types 450
S410	705
S410	706
S410	707
S410	708
S410	712
S410	872*; *BP II 236
S410	284; *Schlauch Constance and Accused Queens (New York
S410	1927); *Hibbard 29
S410	35ff.; *Wehrhan 51; *Krappe Anglia XLIX 361ff. Missouri French: Carriire; Spanish: Keller
S410	Espinosa II No. 105; India: *Thompson-Balys; Eskimo (Greenland): Rasmussen I 365
S410	III 104
S410	Rink 441
S410	(Cumberland Sound): Boas BAM XV 198.
S411	India: *Thompson-Balys; Buddhist myth: Malalasekera II 526.
S411.1	*Type 890 (Christiansen Norske Eventyr 113); Japanese: Ikeda.
S411.2	India: *Thompson-Balys.
S411.2.1	India: Thompson-Balys.
S411.3	India: *Thompson-Balys.
S411.4	India: Thompson-Balys.
S412	(Cf. +F302.) Dickson 74.
S412.1	Chinese: Graham.
S413	Italian Novella: Rotunda.
S413.1	India: *Thompson-Balys.
S413.2	India: *Thompson-Balys.
S414	Buddhist myth: Malalasekera II 1038.
S416	India: *Thompson-Balys.
S431	*Hertel Zs. f. Vksk.
S431.1	Hibbard 26ff.; English: Wells 115 (Sir Eglamour of Artois)
S431.1	117 (Sir Torrent of Portyngale)
S431.1	129 (Emare)
S431.1	Chaucer's Man of Law's Tale; Italian: Basile Pentamerone I No. 3; Greek: *Frazer Apollodorus I 155 n. 3; India: Thompson-Balys; Japanese: Ikeda.
S432	(Cf. +S142.) *Types 403
S432	450
S432	707; India: *Thompson-Balys; N. A. Indian: *Thompson CColl II 382ff.
S432	(Teton): Dorsey JAFL II 137.
S433	(Cf. +S145.) Type 890 (Christiansen Norske Eventyr 113); Spanish: Espinosa II Nos. 105
S433	119.
S435	(Cf. +T581.2.) India: *Thompson-Balys; Indonesia: DeVries's list No. 202.
S436	India: Thompson-Balys.
S437	India: Thompson-Balys.
S438	India: *Thompson-Balys.
S441	(Cf. +S143.) India: *Thompson-Balys.
S442	India: *Thompson-Balys.
S445	Cox 501; Grimm No. 9.
S446	Type 887; Chinese: Graham.
S451	*Types 706
S451	712
S451	938; *Loomis White Magic 118; *Chauvin VI 167ff. Chauvin discusses the following stories having this motif: St. Clement
S451	St. Eustace
S451	Crescentia
S451	Hildegarde
S451	Florence
S451	Octavianus
S451	Sebile
S451	Genevieve of Brabant
S451	Euriant
S451	the Maiden without Hands
S451	Helena of Constantinople
S451	the Count of Toulouse. Missouri French: Carriire; Spanish: Espinosa II Nos. 105
S451	119
S451	Espinosa Jr.
S452	Irish myth: Cross.
S453	India: Thompson-Balys.
S461	Irish myth: Cross.
S463	India: Thompson-Balys.
S464	India: Thompson-Balys.
S465	(Cf. +S143.) *Gr'nwald Hessische Bldtter f'r Vksk.
S466	Jewish: *Neuman.
S471	(Cf. +K2222.) India: Thompson-Balys.
S481	India: Thompson-Balys; Chinese: Eberhard FFC CXX 181 No. 123.
T0	Irish myth: *Cross.
T1	Wienert FFC LVI 36; Halm Aesop No. 148.
T2	Krappe Science of Folklore 6f.; Penzer VII 227; Greek: Frazer Apollodorus I 367 n. 1; India: Thompson-Balys.
T3.1	English: Child II 182
T3.1	512a.
T4.1	India: Thompson-Balys.
T6	Jewish: *Neuman.
T8	Jewish; Neuman.
T10	India: Thompson-Balys.
T10.1	*bin Gorion Born Judas@2 IV 38
T10.1	276.
T10.1.1	Italian Novella: Rotunda.
T10.1.2	Italian Novella: Rotunda.
T10.2	Jewish: Neuman.
T10.3	India: *Thompson-Balys.
T11.1	"*Type 516; *Rtssch FFC LXXVII 100; *Chauvin V 132 No. 112; *Penzer X 214 s.v. ""Love by mere mention""; Malone PMLA XLIII 399; *Dickson 188 n. 63; Hibbard 208 n. 18"
T11.1	"226 n. 1; *Cross MPh XII 612 n. 3; Moore PMLA XXIX (1914) 527f.; Fb ""her"" IV 241b. Irish myth: *Cross; Icelandic: *Boberg; Italian: Basile Pentamerone IV No. 7"
T11.1	*Rotunda; India: *Thompson-Balys.
T11.1.1	India: *Thompson-Balys; Chinese: Graham.
T11.2	*Types 403
T11.2	516
T11.2	900; *BP I 45ff.
T11.2	"443ff.; *Rtssch FFC LXXVII 98; Philippson FFC L 11f.; *Penzer X 214 s.v. ""love with a painting"""
T11.2	"263 s.v. ""picture"
T11.2	"falling in love""; Fb ""portrzht"" II 863; *Ktshler-Bolte I 127"
T11.2	520ff.
T11.2	"527; Wesselski Archiv Orientblnn II 430; Herbert III 204; Oesterley No. 62. English: Wells 81 (Sir Tristrem); Icelandic: *Boberg; Breton: Sibillot Incidents s.v. ""portrait""; Missouri French: Carriire; Arabian: Burton Nights S II 194ff.; India: *Thompson-Balys; Chinese: Graham"
T11.2	Eberhard FFC CXX 61f.
T11.2	252; Japanese: Ikeda; Indonesia: DeVries's list No. 218.
T11.2.0.1	Icelandic: Boberg.
T11.2.1	*Type 516; *Rtssch FFC LXXVII 99; Ktshler-Bolte I 520 ff.
T11.2.1	527; Icelandic: Boberg; India: Thompson-Balys.
T11.2.1.1	Icelandic: Boberg; India: Thompson-Balys; Buddhist myth: Malalasekera I 63
T11.2.1.1	76
T11.2.1.1	II 476
T11.2.1.1	1090; Chinese: Chavannes 500 Contes I 374 No. 107.
T11.3	*Type 516; *BP I 45; *Rtssch FFC LXXVII 100; *Chauvin V 132 No. 112; *Penzer III 82 n. 2
T11.3	IX 36 n. 1; *Moore PMLA XXIX 527f.; Rohde Griechische Roman 45ff.; Dunlop-Wilson II 258; Bidier Fabliaux (1895) 113ff.; *Krappe Revue Hispanique LXXXI 5ff. Irish: MacCulloch Celtic 78
T11.3	*Cross; Icelandic: M. Moe in Edda 1914 p. 245
T11.3	*Boberg; Arabian: Basset 1001 Contes I 136
T11.3	II 68; India: *Thompson-Balys; Korean: Zong in-Sob 73 No. 40
T11.3	136 No. 63; Indonesia: J. Brandes Tijdschrift voor Indische Taal-
T11.3	Land-
T11.3	en Volkenkunde XLI 295f.
T11.3	469
T11.3	Jeynboll Supplement Catalogus Jav.
T11.3.1	Irish myth: Cross; Persian: Carnoy 341; India: Thompson-Balys; Hindu: Penzer III 82.
T11.3.2	India: Thompson-Balys.
T11.4	Hdwb. d. Mdrchens II 103b.
T11.4.1	**Golther Die Jungfrau mit den goldenen Haaren (Leipzig
T11.4.1	1893); *Cosquin Contes indiens 50 n. 2
T11.4.1	351ff.; Ktshler-Bolte II 328ff.; Chavannes III 258 No. 470; Icelandic: Boberg; India: *Thompson-Balys; Japanese: Ikeda; Philippines: Dixon 169.
T11.4.1.1	India: *Thompson-Balys; N. A. Indian (Shasta): Thompson Tales 196.
T11.4.2	*Cosquin Itudes 8; Saintyves Perrault 115; India: *Thompson-Balys.
T11.4.3	Cowell Jataka IV 144; Buddhist myth: Malalasekera I 586.
T11.4.3.1	India: Thompson-Balys.
T11.4.4	Indonesia: DeVries Volksverhalen II 89ff.
T11.4.5	India: Thompson-Balys.
T11.4.6	India: Thompson-Balys.
T11.4.7	Jewish: Neuman.
T11.5	Malone PMLA XLIII 400; India: Thompson-Balys; Japanese: Ikeda.
T11.5.1	Italian Novella: Rotunda; Ovid Metamorphoses Bk.
T11.6	Italian: Basile Pentamerone IV No. 9
T11.6	V No. 9.
T11.7	(Cf. +D1163.) Icelandic: *Boberg.
T11.8	India: *Thompson-Balys; Buddhist myth: Malalasekera II 1185.
T12	*Type 516; *Rtssch FFC LXXII 100.
T13	Italian Novella: *Rotunda.
T15	Irish myth: *Cross; Icelandic: *Boberg; Italian Novella: Rotunda; Jewish: *Neuman; India: *Thompson-Balys; Buddhist myth: Malalasekera I 614
T15	II 355
T15	1369.
T15.1	India: Thompson-Balys.
T16	Jewish: *Neuman; India: *Thompson-Balys.
T16.0.1	India: *Thompson-Balys.
T16.0.2	India: Thompson-Balys.
T16.1	Icelandic: MacCulloch Eddic 110f.
T16.2	(Cf. +T466.) India: Thompson-Balys.
T21	"Schoepperle II 587a s.v. ""potion""; English: Wells 80 (Sir Tristrem)."
T22	(Cf. +T54.) India: *Thompson-Balys.
T22.1	Chinese: Chavannes 500 Contes I 377 No. 108.
T22.2	(Cf. +M312.1.)
T22.3	Icelandic: Hdwb. d. Mdrchens I 450a n. 534; Italian: Basile Pentamerone
T22.3	Introduction; Japanese: Ikeda.
T22.4	(Cf. +T61.5.) Jewish: Neuman; India: Thompson-Balys.
T24	*Penzer VII 139 n. 2; *Rohde Der griechische Roman 157ff.; Irish myth: Cross; India: *Thompson-Balys.
T24.1	*Penzer II 9 n. 2
T24.1	10 n.
T24.1	"III 68 n. 1; Irish myth: *Cross; Icelandic: *Boberg; Breton: Sibillot Incidents s.v. ""amoureux""; Italian Novella: *Rotunda; Jewish: *Neuman; Japanese: Ikeda."
T24.1.1	India: Thompson-Balys.
T24.2	*Type 516; *Rtssch FFC LXXVII 98; India: *Thompson-Balys; Hindu: Penzer II 10 n.; Chinese: Graham.
T24.2.1	(Cf. +F1041.1.6.1.) India: Thompson-Balys.
T24.2.2	Icelandic: Boberg.
T24.2.3	India: *Thompson-Balys.
T24.3	*Chauvin VI 51 No. 217 n. 2; Irish myth: *Cross; Icelandic: Gtsngu-Hrulfs saga 300; Italian Novella: *Rotunda; India: *Thompson-Balys.
T24.4	Irish myth: *Cross.
T24.5	Icelandic: *Boberg.
T24.6	India: *Thompson-Balys.
T24.7	India: *Thompson-Balys.
T24.8	India: Thompson-Balys.
T25	*Loomis White Magic 124; Irish myth: *Cross. (+T24.3.1).
T26.1	*Ktshler-Bolte I 579
T26.1	II 79ff.
T26.1	83ff.; Jewish: *Neuman.
T27	*Loomis White Magic 82.
T27.1	*Loomis White Magic 82.
T27.2	India: Thompson-Balys.
T27.3	India: Thompson-Balys.
T28	India: Thompson-Balys.
T29.1	India: Thompson-Balys.
T30	Italian Novella: Rotunda.
T31	Dickson 143. Cf. Folie Tristan.
T31.1	*Type 314; Malone PMLA XLIII 421; Boccaccio Decameron II No. 6; Missouri French: Carriire; Italian Novella: Rotunda.
T32	(Cf. +T67.2.) *Dickson 148 n. 158; Icelandic: *Boberg.
T32.1	Icelandic: *Boberg.
T33	(Cf. +D658.) Malone PMLA XLIII 401f.
T34.1	Icelandic: *Boberg.
T34.2.1	Danish: Grundtvig No. 238; Icelandic: Boberg.
T35	(Cf. +R315.1.) Irish myth: *Cross; Missouri French: Carriire.
T35.0.1	Chauvin V 155 No. 78 n. 1.
T35.0.2	Irish myth: Cross.
T35.1	Malone PMLA XLIII 402; Nouvelles de Sens No. 3; Irish myth: Cross; Missouri French: Carriire; Jewish: Neuman.
T35.2	*Dickson 61 n. 4.
T35.3	Italian Novella: Rotunda.
T35.4	(Cf. +J2166.) Cent Nouvelles Nouvelles No. 81; Italian Novella: *Rotunda.
T35.5	Icelandic: *Boberg.
T36	Boccaccio Decameron V No. 4; von der Hagen II *xi
T36	71 No. 25; Italian Novella: *Rotunda.
T37	Boccaccio Decameron X No. 4 (Lee 313ff.)
T37.0.1	Italian Novella: *Rotunda.
T37.1	Italian Novella: *Rotunda.
T41.1	Italian Novella: *Rotunda; Greek: Fox 201 (Pyramus and Thisbe); Japanese: Ikeda; N. A. Indian (Malecite): Mechling GSCan VI No. 21
T41.1	(Fox): Jones PAES I 145 (the last two tell of sexual relations through hole in a tent).
T41.2	India: Thompson-Balys.
T41.3	Irish myth: Cross; India: Thompson-Balys.
T42.1	Penzer VI 247f.
T42.2	Irish myth: *Cross.
T45	"*Type 900; BP I 446; *Philippson FFC L 26f.; *Fb ""guldrok"" I 514b"
T45	"""guldhaspe"" I 513b."
T46.1	Tonga: Gifford 187.
T47	*Roberts 222.
T50	India: Thompson-Balys.
T50.1	Hdwb. d. Mdrchens I 551a nn.
T50.1.1	(Cf. +K1349.4.) Irish myth: Cross; S. A. Indian (Chiriguano): Mitraux RMLP XXXIII 151
T50.1.1	165.
T50.1.2	Irish myth: *Cross; Africa (Togo): Einstein 12f.
T50.1.3	Irish myth: *Cross.
T50.1.4	(Cf. +B576.1.) India: Thompson-Balys.
T50.2	Icelandic: *Boberg.
T50.2.1	Icelandic: *Boberg.
T50.3	(Cf. +T111.) S. A. Indian (Chiriguano): Mitraux RMLP XXXIII 158f.
T51	*Schoepperle I 188 n. 3
T51	202; Icelandic: Half saga ok Hblfsrekka 69
T51	*Boberg; Missouri French: Carriire; India: Thompson-Balys.
T51.1	*Ktshler-Bolte II 328ff.; Schoepperle passim; English: Wells 43 (Arthour and Merlin); Icelandic: *Boberg; Missouri French: Carriire; India: *Thompson-Balys; S. A. Indian (Chiriguano): Mitraux RMLP XXXIII 159; Africa (Zulu): Callaway 210.
T51.1.1	(Cf. +K1349.1.5.) Icelandic: Boberg.
T51.2	Icelandic: Boberg.
T51.3	India: Thompson-Balys.
T51.3.1	Buddhist myth: Malalasekera II 354.
T52	"*Type 890 (Christiansen Norske Eventyr 113); *Fb ""brud"" IV 64a; Irish: MacCulloch Celtic 130"
T52	*Cross; Icelandic: *Boberg; Jewish: *Neuman; Greek: *Grote I 157
T52	163; India: *Thompson-Balys; Chinese: Graham; Philippine (Tinguian): Cole 57; Africa (Fang): Tessman 175f.
T52.1	(Cf. +D212
T52.1	+D215.) Type 652; BP II 125; Italian: Basile Pentamerone I No. 2.
T52.2	Africa (Fjort): Dennett 74ff.
T52.3	East Africa: Rochemonteix Quelques Contes Nubiens (Cairo
T52.3	1888) 48ff.
T52.4	Icelandic: Boberg; Jewish: *Neuman; India: Thompson-Balys.
T52.4.1	India: Thompson-Balys.
T52.5	Chinese: Graham.
T52.6	India: Thompson-Balys.
T52.7	(Cf. +S222.) India: Thompson-Balys.
T52.8	India: Thompson-Balys.
T52.9	Buddhist myth: Malalasekera I 698.
T53	India: Thompson-Balys.
T53.0.1	India: *Thompson-Balys.
T53.1	Jewish: bin Gorion Born Judas@2 I 177f.
T53.1	374.
T53.2	*Type 822. See references for +T125.
T53.3	Irish myth: *Cross.
T53.4	Jewish: *Neuman.
T53.5	India: Thompson-Balys.
T54	(Cf. +B152.2
T54	+M302.4
T54	+T22.) Chinese: Chavannes 500 Contes I 376 No. 108.
T55	*Cross MPh XII 612 n. 3; Hibbard 208 n. 18; Irish myth: *Cross; Icelandic: *Boberg; Italian Novella: Rotunda; Jewish: Neuman; India: Thompson-Balys.
T55.1	*Type 314; *Dickson 144 n. 146; Missouri French: Carriire; Jewish: *Neuman; Africa (Ibo
T55.1	Nigeria): Thomas 120.
T55.1.1	Italian Novella: *Rotunda.
T55.2	Malone PMLA XLIII 400.
T55.3	Italian Novella: Rotunda.
T55.4	India: Thompson-Balys.
T55.4.1	Irish myth: *Cross.
T55.5	India: Thompson-Balys.
T55.6	Irish myth: *Cross; Jewish: Neuman.
T55.6.1	Irish myth: *Cross.
T55.7	(Cf. +H311
T55.7	+H362
T55.7	+T131.0.1.) Type 530.
T55.8	Krappe Revue Hispanique LXXXI (1933); Irish myth: Cross.
T55.9	Irish myth: *Cross.
T55.10	India: Thompson-Balys.
T55.11	(Cf. +D658.) India: Thompson-Balys.
T56.1	India: *Thompson-Balys.
T56.1.1	India: Thompson-Balys; Chinese: Eberhard FFC CXX 209 No. 157; Japanese: Ikeda; N. A. Indian: Kroeber JAFL XXI 224; West Indies: Flowers 577.
T56.2	(Cf. +A475.) *Penzer I 77 n. 1.
T56.3	(Cf. +D2003.) Italian Novella: *Rotunda.
T56.4	India: Thompson-Balys.
T57.1	(Cf. +T91.6.1.1.) Heptameron No. 24.
T58	*Type 519; Icelandic: *Boberg.
T61	Irish myth: Cross; Icelandic: Boberg; Jewish: *Neuman.
T61.1	"*Fb ""blod"" IV 46b."
T61.2	"Child V 488 s.v. ""Marriage""."
T61.3	"Child V 496 s.v. ""Shirt""; Icelandic: *Boberg."
T61.4.1	India: Thompson-Balys.
T61.4.2	India: Thompson-Balys.
T61.4.3	India: Thompson-Balys.
T61.4.4	India: Thompson-Balys.
T61.4.5	Icelandic: *Boberg.
T61.4.5.1	(Cf. +T81.) Icelandic: Boberg.
T61.5	(Cf. +B311
T61.5	+T22.4.) Irish myth: Cross.
T61.5.1	Scottish: Campbell-McKay No. 23; India: Thompson-Balys.
T61.5.2	Icelandic: Boberg.
T61.5.3	Jewish: Neuman; India: Thompson-Balys; Buddhist myth: Malalasekera II 1097; Madagascar: Renel I 168ff.
T62	*Type 900; BP 443ff.; *Philippson FFC L 21f.; *Chauvin V 234 No. 134 n. 1; India: *Thompson-Balys.
T62.1	India: Thompson-Balys.
T62.2	Korean: Zong in-Sob 112 No. 58.
T63	(Cf. +H171.1.) India: Thompson-Balys.
T64	*Thien Motive 4; Chaucer's Clerk's Tale; Irish myth: *Cross; Icelandic: *Boberg.
T65.1	"English: Child V 487 s.v. ""Maid""."
T65.1.1	India: Thompson-Balys.
T65.2	Irish myth: *Cross.
T66	(Cf. +B582.)
T66.1	*Type 506; India: Thompson-Balys. See references for +E341 (the grateful dead).
T66.2	Chinese: Graham.
T67.1	(Cf. +L162.) Italian: Basile Pentamerone Int.
T67.2	Italian: Basile Pentamerone II Nos. 2
T67.2	5; India: Thompson-Balys.
T67.3	Italian: Basile Pentamerone V No. 1.
T67.3.1	(Cf. +D1268.) Italian Novella: *Rotunda.
T68	Irish myth: Cross; Icelandic: *Boberg; Missouri French: Carriire; Spanish: Espinosa Jr.
T68.1	*Types 300
T68.1	301
T68.1	302
T68.1	303
T68.1	304
T68.1	506
T68.1	653; *Hartland Perseus III 1 65; *MacCulloch Childhood 17f.; Irish myth: Cross; Italian: Basile Pentamerone I No. 7; India: *Thompson-Balys; Chinese: Werner 420; Africa (Angola): Chatelain 89 No. 5.
T68.2	Icelandic: Boberg.
T68.3	Chinese: Graham.
T68.4	India: Thompson-Balys.
T68.5	(Cf. +D118.) India: Thompson-Balys.
T69.1	*; Rumanian: Schullerus FFC LXXVIII No. 303*; Greek: Aeschylus Prometheus Bound 853.
T69.1.1	Icelandic: *Boberg.
T69.1.2	India: *Thompson-Balys.
T69.2	Type 516; Rtssch FFC LXXVII 101; Jewish: *Neuman; India: Thompson-Balys.
T69.2.1	Chinese: Graham.
T69.2.2	India: Thompson-Balys.
T69.3	(Cf. +S222.) Irish myth: Cross.
T69.3.1	India: Thompson-Balys.
T69.4	Icelandic: Boberg.
T69.5	Chinese: Graham.
T70	Chinese: Graham.
T71	*Dickson 87ff.
T71.1	Irish myth: *Cross.
T71.2	Icelandic: *Boberg; Babylonian: Gilgamesch-Epos VI 6ff.
T71.2.1	Irish myth: *Cross.
T72	Irish myth: *Cross; Italian Novella: *Rotunda; India: Thompson-Balys.
T72.1	"Child V 487 s.v. ""Maid""."
T72.2	Italian Novella: Rotunda.
T72.2.1	India: *Thompson-Balys.
T72.3	Italian Novella: *Rotunda
T72.4	Cent Nouvelles Nouvelles No. 33; Italian Novella: *Rotunda.
T75	Icelandic: *Boberg; Italian Novella: Rotunda; India: *Thompson-Balys; Africa (Ekoi): Talbot 357.
T75.0.1	Icelandic: *Boberg.
T75.0.2	India: Thompson-Balys.
T75.1	Types 402*; 906*; Icelandic: Boberg.
T75.2	Italian Novella: *Rotunda.
T75.2.1	Icelandic: *Boberg.
T75.3	English romance: Malory X 86; Spanish: Childers.
T75.4	Chinese: Graham.
T75.5	(Cf. +T330.)
T75.6	India: Thompson-Balys.
T76	*Type 900; *BP I 443ff.; *Philippson FFC L 14; Italian: Basile Pentamerone IV No. 10.
T77	"Child V 487 s.v. ""Maid""."
T80	Italian Novella: Rotunda; Jewish: Neuman; India: Thompson-Balys.
T81	*Penzer II 8
T81	9 n. 2
T81	10
T81	V 39
T81	VII 69 n. 1
T81	103
T81	258
T81	VIII 98; Irish myth: *Cross; Jewish: *Neuman; India: *Thompson-Balys; Chinese: Eberhard FFC CXX 69
T81	209 No. 157.
T81.1	Italian Novella: Rotunda.
T81.2	Virgil Aeneid IV 505ff.
T81.2.1	India: *Thompson-Balys.
T81.2.1.1	India: *Thompson-Balys.
T81.3	Italian Novella: *Rotunda.
T81.4	Italian Novella: Rotunda.
T81.5	Heptameron No. 50.
T81.6	Herrmann Saxo II 94; Icelandic: *Boberg; India: *Thompson-Balys.
T81.7	(Cf. +T211.9.1.) Icelandic: *Boberg.
T81.8	Spanish Exempla: Keller.
T82	Herbert III 212; Oesterley No. 281; Wesselski Mtsnchslatein 60 No. 50.
T83	"*Von der Hagen I cxxviii; *Fb ""svtsmme"" III 695b; Italian Novella: Rotunda; Greek: Fox 202."
T83.1	Italian Novella: *Rotunda.
T84	Irish myth: Cross.
T85.1	Chauvin V 153 No. 75 n. 1.
T85.2	*Wesselski Mtsnchslatein 80 No. 69.
T85.3	*Belden PMLA XXXIII 327ff.; Boccaccio Decameron IV No. 5 (Lee 136); Italian Novella: Rotunda.
T85.4	(Cf. +T211.4.) *Hibbard 266.
T85.4.1	**A. Pauls Der Ring der Fastrada (Aachen
T85.4.1	1896); **K. Nyrop Fortids Sagn og Sange 1: Tove's Tryllering (Kshbenhavn
T85.4.1	1907); *Chauvin II 202 No. 48; *Moth Danske Studier (1915) 97ff.; *BP I 463f.; *G. Paris Journal des Savants Nov. 1896; Euphorion VI 186.
T86	*Chauvin V 107 No. 37; Heptameron Nos. 50
T86	70; Boccaccio Decameron IV No. 8 (Lee 140); Irish myth: Cross; Icelandic: *Boberg; Italian Novella: *Rotunda; India: *Thompson-Balys.
T86.1	Italian Novella: Rotunda.
T86.2	Icelandic: FSS 267
T86.2	Boberg.
T86.3	Irish myth: *Cross.
T86.4	India: Thompson-Balys.
T87	Italian Novella: Rotunda.
T88	Italian Novella: Rotunda.
T88.1	Icelandic: Boberg.
T89.1	Irish myth: Cross.
T89.1.1	India: Thompson-Balys.
T89.2	India: Thompson-Balys.
T91	Irish myth: Cross; India: Thompson-Balys.
T91.1	See references to +G530.2. Icelandic: De la Saussaye 337
T91.1	*Boberg; Irish myth: *Cross; India: *Thompson-Balys.
T91.1.1	Icelandic: *Boberg.
T91.2.1	(Cf. +G303.9.4.7.) Child V 283; Lithuanian: Balys Index No. 368*f.
T91.2.1	3265.
T91.3	India: *Thompson-Balys; S. A. Indian (Cashinawa): Mitraux BBAE CXLIII (3) 684
T91.3	(Toba): Mitraux MAFLS XL 23.
T91.3.1	Jamaica: Beckwith MAFLS XVII 267 No. 78.
T91.3.2	(Cf. +T111.1.) Penzer V 33; Greek: Fox 245.
T91.3.3	(Cf. +A188.) Greek: Grote I 85f.
T91.3.3	139
T91.3.3	164; India: *Thompson-Balys.
T91.3.3.1	India: Thompson-Balys.
T91.4.1	Malone PMLA XLIII 418.
T91.4.1.1	India: Thompson-Balys; Buddhist myth: Malalasekera II 860.
T91.5.1	Spanish: Boggs FFC XC 54 No. 405A*; India: *Thompson-Balys; Chinese: Eberhard FFC CXX 247 No. 192.
T91.5.1.1	Buddhist myth: Malalasekera I 897.
T91.6.1	Italian Novella: Rotunda.
T91.6.1.1	(Cf. +T57.1.) Italian Novella: *Rotunda.
T91.6.2	(Cf. +L162
T91.6.2	+T121.8.) Icelandic: *Boberg; Jewish: *Neuman; India: *Thompson-Balys; Buddhist myth: Malalasekera II 1185.
T91.6.2.0.1	India: *Thompson-Balys.
T91.6.3	India: Thompson-Balys.
T91.6.3.1	India: Thompson-Balys.
T91.6.4	(Cf. +L161.) *Type 314; *Boje 74ff.; Penzer V 250
T91.6.4	"VIII 115ff.; Krappe ""The Legends of Amicus and Amelius and of King Horn"" Leuvensche Bijdragen XVI (1924) 14 17; Breton: Sibillot Incidents s.v. ""jardinier""; Italian Novella: Rotunda; India: *Thompson-Balys; N. A. Indian: Thompson CColl II 348ff."
T91.6.4.1	Dickson 133 n. 109; English: Wells 85 (The Sowdone of Babylone).
T91.6.4.1.1	Italian Novella: Rotunda.
T91.6.4.1.2	Irish myth: *Cross.
T91.6.4.2	India: Thompson-Balys.
T91.6.4.3	Buddhist myth: Malalasekera II 910.
T91.7.1	India: Thompson-Balys.
T91.7.2	India: Thompson-Balys.
T92	Irish myth: *Cross; Missouri French: Carriire; India: Thompson-Balys.
T92.0.1	India: Thompson-Balys.
T92.1	*Dickson 243 n. 48; Irish myth: *Cross; India: Thompson-Balys.
T92.1.1	Irish myth: *Cross.
T92.1.2	Irish myth: *Cross.
T92.2	*Chauvin V 110 No. 44.
T92.3	Dickson 119 nn.
T92.3.1	India: Thompson-Balys.
T92.4	Italian: L. de Francia Novellino (Torino
T92.4	1930) Gaulteruzzi MS No. 99
T92.4	Rotunda.
T92.4.1	India: Thompson-Balys.
T92.4.2	India: Thompson-Balys.
T92.4.3	Tonga: Beckwith Myth 536.
T92.5	Irish myth: Cross; India: *Thompson-Balys.
T92.6	Irish myth: *Cross.
T92.7	(Cf. +T86.1.) Irish myth: Cross.
